#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260905    03:51:04       1    198     30     40     73     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:09       0    193     32     38     45     16      0      0      0      0   2619   1980  12327  12328      0 
 20260905    03:51:09       1    202     30     40     72     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:14       0    191     32     39     37     14      0      0      0      0   2619   1980  12333  12334      0 
 20260905    03:51:14       1    233     32     42    100     52      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:19       0    272     33     40     62     21      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:51:19       1    194     29     40     71     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:24       0    224     33     42     64     23      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:51:24       1    204     30     40     72     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:29       0    232     33     41     62     23      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:51:29       1    197     30     40     73     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:34       0    226     34     41     64     22      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:51:34       1    197     29     40     72     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:39       0    235     34     40     65     24      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:51:39       1    245     30     40     69     23      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:44       0    242     34     40     67     24      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:51:44       1    200     29     40     71     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:49       0    227     34     42     65     23      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:51:49       1    201     30     42     73     26      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:54       0    235     34     41     65     24      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:51:54       1    207     30     40     75     26      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:51:59       0    220     34     40     64     22      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:51:59       1    192     29     40     70     23      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:52:04       0    233     34     40     64     23      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:52:04       1    200     29     41     73     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:52:09       0    235     34     40     65     24      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:52:09       1    244     30     42     70     23      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:52:14       0    221     34     42     64     22      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:52:14       1    197     29     40     71     24      0      0      0      0   2619   1590  12327  12328      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260905    03:52:19       0    225     34     40     65     23      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:52:19       1    206     30     40     74     26      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:52:24       0    235     34     42     66     24      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:52:24       1    206     30     40     73     26      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:52:29       0    300     34     41     61     21      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:52:29       1    197     29     40     71     24      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:52:34       0    224     34     40     64     23      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:52:34       1    202     30     40     73     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:52:39       0    233     34     40     66     24      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:52:39       1    196     30     40     69     23      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:52:44       0    226     34     40     63     22      0      0      0      0   2619   1980  13095  13096      0 
 20260905    03:52:44       1    200     29     40     73     25      0      0      0      0   2619   1590  12327  12328      0 
 20260905    03:52:49       0    232     34     40     62     22      0      0      0      0   2619   1980  13095  13096      0 
